"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"PPGIJJGB_00062",496.238608496616,-12.3054891384281,1.18214562525179,-10.4094528419941,2.24508293187735e-25,2.17253440045424e-24
"PPGIJJGB_00063",862.946970208769,0.201259266384027,0.0769372042222882,2.6158900419951,0.00889952120180286,0.0224106124809036
"PPGIJJGB_00064",1631.41293786455,0.18105460684062,0.0621928402210763,2.9111808722198,0.00360065516107526,0.00985676570345
"PPGIJJGB_00065",216.725209258976,-11.1124776895507,1.18669916106317,-9.36419107231444,7.66350583198742e-21,5.97969328298737e-20
"PPGIJJGB_00066",359.366425496612,-4.75393822592072,0.20027660027095,-23.7368630158951,1.50174987337413e-124,1.0239623751991e-122
"PPGIJJGB_00067",285.905544942907,-0.560776612357439,0.148766051823882,-3.76952003150099,0.000163561781816505,0.000552519677599656
"PPGIJJGB_00068",283.911686286186,-1.30822592894867,0.143259354267521,-9.13187090391111,6.73255692130263e-20,4.9076796505285e-19
"PPGIJJGB_00069",961.156790076026,-3.73476219382382,0.104112044644411,-35.8725275887118,8.19348823748819e-282,5.18764855264967e-279
"PPGIJJGB_00070",369.594190835189,-10.0490864422147,1.02562092167436,-9.79805133636435,1.14778497031273e-22,9.68949140652574e-22
"PPGIJJGB_00071",45.6819804913277,-8.86741058774676,1.21079109606942,-7.32365031138147,2.41315016034473e-13,1.29794678527279e-12
"PPGIJJGB_00072",322.475980148113,-0.160715897551697,0.156192075793829,-1.02896319633936,0.303496969638764,0.428648365021989
"PPGIJJGB_00073",0,NA,NA,NA,NA,NA
"PPGIJJGB_00074",657.012058798304,-0.200751498641728,0.0986936141435335,-2.03408802467978,0.0419427211621831,0.0861799444556307
"PPGIJJGB_00075",834.988143030303,-1.90451432263516,0.0928192345537474,-20.5185307958163,1.47090751767889e-93,6.39123737093417e-92
"PPGIJJGB_00076",563.878962117115,0.0261408828574238,0.101649924925847,0.257165786167509,0.797050794653024,0.866950903266792
"PPGIJJGB_00077",403.558845394696,-0.1173798063108,0.111582549717053,-1.05195486757067,0.29282025682983,0.417426625368224
"PPGIJJGB_00078",870.196087930088,0.164083190836597,0.0828996972113995,1.97929783046342,0.0477824837306732,0.0956945178013302
"PPGIJJGB_00079",670.001467203576,0.332597561968986,0.094736641144939,3.51075949019704,0.000446828467754928,0.00143088422622098
"PPGIJJGB_00080",961.762673392763,0.2130807480158,0.073039907116114,2.91731953707249,0.003530538823264,0.00968276489152601
"PPGIJJGB_00081",122.167923907881,-5.42245138197273,0.405004013415049,-13.388636167454,7.04627468558198e-41,9.63860784151214e-40
"PPGIJJGB_00082",24.1365770357247,-2.1064593468632,0.492400296883232,-4.27794085461879,1.8863012176172e-05,6.9783697800329e-05
"PPGIJJGB_00083",528.588541845606,-1.07828776855381,0.104609336015308,-10.3077584623615,6.49996561483886e-25,6.20858784589781e-24
"PPGIJJGB_00084",556.347638615847,-0.242657599442036,0.0962499426645871,-2.52111941809308,0.0116982144049105,0.0287238150928329
"PPGIJJGB_00085",1071.4878466257,0.00666243478352141,0.0806085227123661,0.0826517415198744,0.93412845819931,0.95823097995156
"PPGIJJGB_00086",852.035071815793,-0.253750063610169,0.0882450471126249,-2.87551621210326,0.00403367430517485,0.010981108427847
"PPGIJJGB_00087",748.976552665613,-0.200171269158636,0.103603630478604,-1.93208740112612,0.0533487191082409,0.105460090583284
"PPGIJJGB_00088",1638.62704740092,-0.187320425968533,0.0684250240952251,-2.73760116924248,0.00618890809336839,0.0161538519845752
"PPGIJJGB_00089",1359.52863092677,0.359794903552859,0.0632236364953331,5.69082899208775,1.26424073535662e-08,5.63127129557845e-08
"PPGIJJGB_00090",149.827590354073,-0.0197350083829411,0.177292890739808,-0.111313027277015,0.91136812533231,0.943514022768698
"PPGIJJGB_00091",573.20898153255,0.0597228919604966,0.0973140102538647,0.613713193040719,0.539404868716578,0.66536108492955
"PPGIJJGB_00092",594.468350417478,0.343818556650675,0.123436435581097,2.78538954103861,0.00534634520954312,0.0141631810930634
"PPGIJJGB_00093",556.182602580305,0.239015158297112,0.109119251606625,2.19040320363231,0.0284950078943197,0.0622731138992232
"PPGIJJGB_00094",1499.11881371277,0.122213504787518,0.0581289147416606,2.10245633056569,0.0355133211757778,0.0749500187862129
"PPGIJJGB_00095",77.6992060356317,0.126722813446456,0.273342498302638,0.463604504361236,0.642931126590498,0.751046587519528
"PPGIJJGB_00096",474.19367054596,0.156010798682353,0.103939208053519,1.50098121396135,0.133360420586096,0.224308684644243
"PPGIJJGB_00097",668.041732801122,0.388498277917145,0.0914841886305509,4.24661664198667,2.17022820795214e-05,7.97549868793025e-05
"PPGIJJGB_00098",983.241585456427,-0.0248651009946583,0.0806319423265286,-0.30837780012745,0.757794872334323,0.838557989760194
"PPGIJJGB_00099",188.924059373461,-0.0560182930367537,0.201442840182536,-0.278085301944676,0.780946878275612,0.853552790263258
"PPGIJJGB_00100",58.9715121475345,-0.00867396535493138,0.289520275399923,-0.0299597855208923,0.976099125267431,0.984988916936534
"PPGIJJGB_00101",2360.90003041325,0.186936295856393,0.0503518182476415,3.71260268967843,0.000205138785118707,0.000685652409989526
"PPGIJJGB_00102",1029.74931377198,-0.0345580633554669,0.0771753551081765,-0.447786256467844,0.654307463066914,0.760360664120948
"PPGIJJGB_00103",498.210919374007,0.30172867803847,0.102567838581785,2.94174745427514,0.0032636597072324,0.00904033738903375
"PPGIJJGB_00104",179.489626103438,0.268294448931817,0.193280855567112,1.38810669139789,0.165104559311223,0.267157140148718
"PPGIJJGB_00105",358.39944966486,0.334339228591402,0.140817214838344,2.37427809501288,0.0175833017358839,0.041055536302232
"PPGIJJGB_00106",866.312956628036,0.299705687552342,0.0812458917474595,3.68887190608889,0.000225250583168135,0.000751174254778911
"PPGIJJGB_00107",676.149303100151,0.156452573425653,0.108518563953921,1.44171253032878,0.149383487262881,0.246396581893967
"PPGIJJGB_00108",463.619045510775,-0.231889756142983,0.109708181359626,-2.11369610970802,0.03454123099877,0.0731073236803002
"PPGIJJGB_00109",220.348730576867,-0.200554453740251,0.153558354094101,-1.30604716964699,0.191536517173038,0.300067106437224
"PPGIJJGB_00110",956.644287213897,0.626847408709966,0.0754916165586256,8.30353670096819,1.01057139195805e-16,6.22062834605289e-16
"PPGIJJGB_00111",248.621670734472,0.395909832957769,0.159023750308729,2.48962706632907,0.0127877198362161,0.03110602322399
"PPGIJJGB_00112",22209.7849755032,0.129612214181172,0.0182439966833143,7.10437610963356,1.20867287978797e-12,6.3319600510878e-12
"PPGIJJGB_00113",1100.54176487294,0.223546171276786,0.0718643169694282,3.11066995003771,0.00186663446985488,0.00541776291447075
"PPGIJJGB_00114",34.4761244259577,0.0242114888466077,0.423828602997819,0.0571256604093147,0.954445095745232,0.972213436989857
"PPGIJJGB_00115",90.3961116594287,-3.17071880446586,0.290895816413228,-10.8998432619662,1.15455999223984e-27,1.21544177805391e-26
"PPGIJJGB_00116",246.053804873525,-0.325547136110495,0.141179804280829,-2.30590442994898,0.0211159730549006,0.0482650812683443
"PPGIJJGB_00117",595.917348907063,0.0983353883671112,0.0958061974100469,1.02639903289596,0.304703533708608,0.42994802073778
"PPGIJJGB_00118",671.762804565028,0.0440201683086836,0.0951219204297728,0.462776278168007,0.643524736421236,0.751343949372739
"PPGIJJGB_00119",1507.30677458649,0.258936257519079,0.0599916813570908,4.31620270780215,1.58736220232154e-05,5.9218764988965e-05
"PPGIJJGB_00120",1110.75865258634,0.42278856268177,0.0647683746609797,6.52770067019272,6.6786997400284e-11,3.26710786399623e-10
"PPGIJJGB_00121",399.734148709,0.157131423519167,0.111864293869033,1.40466111289391,0.160122074530616,0.261096774952057
"PPGIJJGB_00122",965.460776473026,0.242887397770722,0.0824397117143366,2.94624268716945,0.00321659919010291,0.00894006385995196
"PPGIJJGB_00123",807.040817133714,-0.00388302973948706,0.0833840860222279,-0.0465679954620112,0.962857540266332,0.978084945785098
"PPGIJJGB_00124",443.134886870735,0.236529338923636,0.112989839592688,2.09336821590587,0.0363162974416764,0.0762453009291852
"PPGIJJGB_00125",734.886006356654,0.304846715268113,0.0842334191398239,3.61907089111604,0.000295662642433353,0.000971369037260653
"PPGIJJGB_00126",230.8848272366,0.265520853309065,0.147479247331679,1.80039468679896,0.0717983391893226,0.134436096023269
"PPGIJJGB_00127",843.588869873857,-0.0323021220481246,0.0842964673069072,-0.383196628282402,0.70157397782215,0.794830232542886
"PPGIJJGB_00128",10.4654742154662,1.05114152730352,0.661570826631114,1.58885713364388,0.11209265087691,0.194440167783353
"PPGIJJGB_00129",907.632386259206,-0.0714960729414365,0.0775387518490403,-0.922068916980141,0.356492628957051,0.486432418815655
"PPGIJJGB_00130",913.805849956331,-0.952490681856583,0.085536900621589,-11.1354359923602,8.43313293301696e-29,9.09383093896135e-28
"PPGIJJGB_00131",193.311934682033,-5.57664970423956,0.341548912557305,-16.3275287937095,6.28802383109423e-60,1.35284085531115e-58
"PPGIJJGB_00132",614.166931823556,0.175195563984073,0.119468355149524,1.46645999909182,0.142523011026356,0.236932477445165
"PPGIJJGB_00133",553.975150409667,-0.0963305183130914,0.102791991374832,-0.937140306600554,0.348686390517186,0.478149159273567
"PPGIJJGB_00134",269.575223864708,-0.141192890870468,0.143584572515966,-0.983343045818994,0.325438631066126,0.452997491484005
"PPGIJJGB_00135",224.835832015543,-0.133817628348222,0.151350470607606,-0.88415733238888,0.376611287557245,0.507800799042808
"PPGIJJGB_00136",184.788393047306,-0.0639117862774435,0.16921963157381,-0.377685412047281,0.705664306021547,0.798647651758809
"PPGIJJGB_00137",1470.70770238377,0.137909208323541,0.0655877077270985,2.1026685197989,0.0354947557176573,0.0749465256506227
"PPGIJJGB_00138",926.775095482935,-0.0185772996863298,0.0970453947856003,-0.191428967107322,0.848189527216047,0.902430243056154
"PPGIJJGB_00139",802.852526159087,0.113961741681856,0.0871411294603185,1.30778361937288,0.190946711725569,0.299354731647585
"PPGIJJGB_00140",604.781433999236,0.164005089875489,0.0980116677345491,1.67332210201416,0.0942639036996639,0.168867268066657
"PPGIJJGB_00141",454.470811940794,0.394187563035764,0.127226150402402,3.0983218606316,0.00194619934568554,0.00562658545341052
"PPGIJJGB_00142",261.364591055395,-4.07727909318374,0.205779737242539,-19.8138026018476,2.26327975950654e-87,8.72248338620259e-86
"PPGIJJGB_00143",1254.02393419109,-0.427743077256529,0.0680888198602763,-6.28213380896146,3.33957208621091e-10,1.59837834622967e-09
"PPGIJJGB_00144",999.207310069113,0.287906245986692,0.0868995392665534,3.31309289343383,0.000922703280394459,0.00283397154449636
"PPGIJJGB_00145",516.323778022393,0.371749985322147,0.102958171637378,3.61068946165306,0.000305384127415499,0.00100034179800849
"PPGIJJGB_00146",397.789817392273,-0.376128355386881,0.132806372694188,-2.83215592562706,0.0046235296300043,0.0124341525001086
"PPGIJJGB_00147",787.531272180534,-0.0376680742003115,0.0977826047715259,-0.385222650678257,0.70007246306296,0.793940930474677
"PPGIJJGB_00148",283.528790840302,-11.4989158144137,1.18385225813845,-9.71313416464245,2.65058888166102e-22,2.19577755579844e-21
"PPGIJJGB_00149",732.045800794984,0.0818320222309085,0.0817455351255938,1.00105800402654,0.31679876671655,0.443618367800237
"PPGIJJGB_00150",1493.20007320172,0.205739428025186,0.194293524024932,1.05891037314649,0.289640599655623,0.414226246425854
"PPGIJJGB_00151",1328.7461085279,0.350866567262532,0.0693883633098136,5.05656208802534,4.2688193351898e-07,1.77981253937546e-06
"PPGIJJGB_00152",22.8630399267696,-3.6566375762847,0.599513217392529,-6.09934438508056,1.06504387209625e-09,5.00029072153662e-09
"PPGIJJGB_00153",634.859520121157,-2.67856748285667,0.114899954185592,-23.3121718963448,3.3365363206646e-120,2.05382346849799e-118
"PPGIJJGB_00154",633.801112795573,0.164554134174805,0.0981488925057458,1.67657657640072,0.0936253103524269,0.16779109400807
"PPGIJJGB_00155",1073.79251816154,0.301586829525128,0.0689433045851141,4.37441795602942,1.2175690373443e-05,4.60432250299481e-05
"PPGIJJGB_00156",922.132435427025,0.089032308187135,0.0730577716227816,1.21865622519716,0.222974699172202,0.337277770215427
"PPGIJJGB_00157",1722.24036721744,0.187793413471247,0.0663257285469361,2.83138108823567,0.00463474635058817,0.012449209591398
"PPGIJJGB_00158",25.3727772184587,0.272512269271385,0.426841021884239,0.638439735872648,0.523187471579313,0.652805989312926
"PPGIJJGB_00159",161.884279248346,-0.436222429180735,0.17826506055861,-2.4470439008844,0.0144033294029432,0.0344312599319549
"PPGIJJGB_00160",65.8806896576151,0.233901260988184,0.306219254556062,0.763835903549826,0.444965038013867,0.578324061137084
"PPGIJJGB_00161",1462.08686613107,0.136844568684477,0.062582221495877,2.18663648259102,0.0287690718482074,0.0627482905665626
"PPGIJJGB_00162",551.532490341111,0.123272321095321,0.0942350880850184,1.30813610514276,0.190827149206978,0.299317671902922
"PPGIJJGB_00163",1330.70433854957,0.293234746692563,0.0640113437145967,4.58098095862493,4.62799984229089e-06,1.80716258158883e-05
"PPGIJJGB_00164",412.558837106043,0.205444563470272,0.147239096034261,1.3953125834355,0.162921599108731,0.264657502317837
"PPGIJJGB_00165",1180.37942926355,0.218738333963783,0.0801386682942085,2.72949798916974,0.00634308359414138,0.0165270702464636
"PPGIJJGB_00166",546.524506587731,0.521349477281347,0.119485967858001,4.36326948366798,1.28132945163583e-05,4.83306564225532e-05
"PPGIJJGB_00167",155.183503013877,0.255092527082655,0.17311646429757,1.47353129072794,0.140607832920974,0.234540427363853
"PPGIJJGB_00168",667.208010559366,0.312371433315617,0.0868259896343026,3.59767201769051,0.000321078143215684,0.00104633700789111
"PPGIJJGB_00169",648.961107611956,0.106239228121953,0.0925023686263445,1.14850278646482,0.250761063368464,0.369104295200609
"PPGIJJGB_00170",745.174611050532,0.217881564872207,0.0864902223046223,2.51914677828921,0.0117639606148153,0.0288515590991035
"PPGIJJGB_00171",306.200174621108,-0.113491374543845,0.150279576375813,-0.755201586807983,0.450128036706661,0.583011445167053
"PPGIJJGB_00172",173.028523387454,0.0451712953294576,0.175709561835549,0.257079323729317,0.797117538540654,0.866950903266792
"PPGIJJGB_00173",530.559393313053,0.190213474045926,0.0989584098063823,1.92215572600742,0.0545861658739583,0.107474849912654
"PPGIJJGB_00174",372.97165256647,0.151487532273989,0.130430309076423,1.16144424824776,0.245461283349421,0.363623866438361
"PPGIJJGB_00175",690.02178498717,0.161159546368849,0.0977752050472711,1.6482660025201,0.0992980979662348,0.176247164672148
"PPGIJJGB_00176",238.700378313201,0.106807320294968,0.14614402799614,0.730836023609457,0.464879317106716,0.597008452227565
"PPGIJJGB_00177",88.5038868739033,0.0679893761417148,0.268710317072253,0.25302108561553,0.800251919268596,0.869200660198941
"PPGIJJGB_00178",242.053970693591,0.387650921218892,0.146179836633829,2.65187682614486,0.00800457370263966,0.0204356397754026
"PPGIJJGB_00179",319.088020258243,0.0374746332430006,0.139158272587323,0.269295044744717,0.787702645105383,0.859030049977131
"PPGIJJGB_00180",663.880616090546,0.116058823557774,0.0914634559938872,1.26890923043112,0.20447343981052,0.315734001687206
"PPGIJJGB_00181",0,NA,NA,NA,NA,NA
"PPGIJJGB_00182",359.812928385218,-0.0443980479512154,0.129331869581332,-0.343287761129093,0.73138198722502,0.819177398883318
"PPGIJJGB_00183",79.6535263220961,0.0180392767578151,0.256972423704485,0.0701992707924177,0.94403505471868,0.964046857721933
"PPGIJJGB_00184",0,NA,NA,NA,NA,NA
"PPGIJJGB_00185",14.0522804272638,-0.0177713131414305,0.567677746456104,-0.0313052841200367,0.975026076356515,0.984578621647773
"PPGIJJGB_00186",855.272317063706,0.0978205211055523,0.0823620021651254,1.18768993630624,0.23495559008628,0.351560828920457
"PPGIJJGB_00187",307.626759652347,0.308700239034669,0.132858283714892,2.32353023389288,0.0201506854104284,0.0463726978835973
"PPGIJJGB_00188",1201.51425204452,0.186276162990049,0.0656756795446038,2.83630354922386,0.00456390460264549,0.0122961855312613
"PPGIJJGB_00189",593.45828021964,-1.20600445735423,0.108174807950461,-11.1486628005526,7.26905199282392e-29,7.85766791029162e-28
"PPGIJJGB_00190",635.366345498493,0.0169561450212078,0.105559603662171,0.160631003082142,0.872384035040985,0.919259639396492
"PPGIJJGB_00191",1829.46318482708,0.0461460252305871,0.0612278209101841,0.753677405868802,0.451042952090692,0.583997184827914
"PPGIJJGB_00192",36.9650633373748,-0.45023038166675,0.353631333168771,-1.27316314884314,0.202960154255595,0.314297485555834
"PPGIJJGB_00193",1278.43069456595,0.30008666558941,0.061186838411865,4.90443162906125,9.36982502337162e-07,3.79936546235892e-06
"PPGIJJGB_00194",166.436965754475,-0.0118512343729888,0.166335839726434,-0.0712488324373149,0.94319971747256,0.96363788562434
"PPGIJJGB_00196",392.825819309141,0.0325534791994072,0.115426637219387,0.282027441703375,0.777922468591236,0.851296884147249
"PPGIJJGB_00197",783.027603337278,-0.00676479292893242,0.0796496889649915,-0.0849318185273235,0.932315595643283,0.957151429208022
"PPGIJJGB_00198",1535.96718779311,-0.274757964298761,0.0713181114798164,-3.8525692646323,0.00011688489811308,0.000403453168564775
"PPGIJJGB_00199",575.20392737461,-0.045950726667553,0.105158437939747,-0.436966615022198,0.662135559774552,0.76609382757691
"PPGIJJGB_00200",207.932503817454,-0.0699493957906014,0.171300603511808,-0.408342961767673,0.683021902467841,0.781604201326484
"PPGIJJGB_00201",426.969672052986,-0.300197450934744,0.110485059142638,-2.71708639398187,0.00658594138784096,0.0171296315909103
"PPGIJJGB_00202",3.35958893146937,-0.454617682231813,1.14538312702337,-0.396913200051475,0.691431469843958,0.788298103412102
"PPGIJJGB_00203",2819.7741758165,0.0725390143771057,0.0446565040312301,1.62437736564368,0.104295294732364,0.183645906338434
"PPGIJJGB_00204",510.698606502062,0.202469562343583,0.0985031354377387,2.05546312250699,0.0398342940543038,0.0825751128384819
"PPGIJJGB_00205",1372.02679988631,0.130764221329187,0.0686478235187143,1.90485604097177,0.0567987867898145,0.110993043673923
"PPGIJJGB_00206",642.202059192896,0.125903847133027,0.0953591391676243,1.32031232907536,0.186730760897598,0.294306803804465
"PPGIJJGB_00207",1057.07040652279,0.223953076133462,0.0707608070268985,3.16493106202605,0.00155119699075386,0.00458021656430453
"PPGIJJGB_00208",1491.50890761086,0.115283146037144,0.0583749261305292,1.97487437978706,0.0482824055135181,0.0965648110270362
"PPGIJJGB_00209",360.796969812896,0.0503305503971151,0.128180172311596,0.392654725683826,0.694574513939002,0.790689886765877
"PPGIJJGB_00210",178.14491811347,0.0924239702261081,0.163304928440875,0.565959466799377,0.571421334952488,0.692328965694212
"PPGIJJGB_00211",603.020899495856,-1.0322228644504,0.0947902404441412,-10.8895479071886,1.29280433942671e-27,1.35775090813725e-26
"PPGIJJGB_00212",538.553124895547,-1.60602522792453,0.113654800989589,-14.1307293131563,2.4558764216049e-45,3.79248930332855e-44
"PPGIJJGB_00213",241.051406738741,-7.4285077493395,0.527867292567477,-14.072680489841,5.59093824818431e-45,8.57406170102175e-44
"PPGIJJGB_00214",778.600989980588,-0.314763454521961,0.0979231923077595,-3.2143912703816,0.00130721411911224,0.00390929350600906
"PPGIJJGB_00215",340.743089612582,-10.8011131628516,1.1828577258311,-9.13137136189605,6.76370010926211e-20,4.92228553107548e-19
"PPGIJJGB_00216",347.671921564108,-9.96391038788931,1.02673878069073,-9.70442587274846,2.88697020855842e-22,2.37826244690166e-21
"PPGIJJGB_00217",608.408800835291,0.0450216361114723,0.0988209099664118,0.455588155652226,0.648686161954673,0.755976089871972
"PPGIJJGB_00218",18.0328536567765,-1.25313151065795,0.547553851513693,-2.28859957279766,0.0221026287500037,0.0501838374077953
"PPGIJJGB_00219",468.069929838905,0.149672269686427,0.120199159075406,1.24520230289241,0.213057396325918,0.32617284301087
"PPGIJJGB_00220",607.613179509008,0.146600523049446,0.110155776365274,1.3308473498777,0.183239244236456,0.290041546591419
"PPGIJJGB_00221",839.226932370136,0.107208653105309,0.0841407003320193,1.27415926753953,0.202606977498467,0.314189686589645
